City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Sabzevar,IR,2020-10-30 23:32:28,36.21,57.68,46.17,49,0,2.57
305,Taltal,CL,2020-10-30 23:30:20,-25.4,-70.48,59.41,66,21,4.56
306,Brae,GB,2020-10-30 23:32:28,60.4,-1.35,50.0,71,27,23.04
307,Yamada,JP,2020-10-30 23:31:02,39.47,141.95,54.82,52,0,4.32
308,Manzanillo,CU,2020-10-30 23:32:29,20.34,-77.12,80.08,80,86,3.89
309,Rio Grande,BR,2020-10-30 23:28:39,-32.03,-52.1,60.01,79,21,3.0
310,Ilulissat,GL,2020-10-30 23:32:29,69.22,-51.1,19.4,67,100,4.7
311,Alexandria,EG,2020-10-30 23:29:35,31.22,29.96,75.2,64,40,6.93
312,Thio,NC,2020-10-30 23:32:29,-21.62,166.22,86.0,45,20,6.93
313,Los Llanos De Aridane,ES,2020-10-30 23:30:09,28.66,-17.92,71.6,78,0,6.93
314,Sitka,US,2020-10-30 23:31:05,57.05,-135.33,42.8,81,90,9.17
315,Esmeraldas,BR,2020-10-30 23:32:30,-19.76,-44.31,71.6,94,40,5.82
316,Durango,MX,2020-10-30 23:32:14,24.83,-104.83,63.59,39,34,5.66
317,Curvelo,BR,2020-10-30 23:32:30,-18.76,-44.43,74.95,82,100,3.42
318,Enugu,NG,2020-10-30 23:32:30,6.44,7.49,74.66,85,6,4.99
319,Billings,US,2020-10-30 23:32:30,45.78,-108.5,66.2,20,40,14.99
320,Iqaluit,CA,2020-10-30 23:32:31,63.75,-68.51,12.2,72,75,4.7
321,Kondagaon,IN,2020-10-30 23:32:31,19.6,81.67,61.92,61,14,4.52
322,Fairbanks,US,2020-10-30 23:32:31,64.84,-147.72,15.01,85,90,1.66
323,Portland,US,2020-10-30 23:32:32,45.52,-122.68,61.0,62,75,6.93
324,Birin,NP,2020-10-30 23:32:32,26.89,88.07,59.07,34,43,5.95
325,Bardiyah,LY,2020-10-30 23:32:32,31.76,25.09,67.87,74,31,11.99
326,Mizan Teferi,ET,2020-10-30 23:32:33,6.98,35.58,60.1,93,95,1.45
327,Muli,MV,2020-10-30 23:32:33,2.92,73.57,82.18,75,97,9.13
328,Lalibela,ET,2020-10-30 23:32:33,12.03,39.03,52.5,59,1,4.74
329,Ejigbo,NG,2020-10-30 23:32:34,7.9,4.32,71.6,93,88,2.77
330,Marienburg,PL,2020-10-30 23:32:34,54.04,19.03,39.0,93,9,1.12
331,Dubbo,AU,2020-10-30 23:31:36,-32.25,148.62,60.8,72,90,10.29
332,Esperance,AU,2020-10-30 23:32:34,-33.87,121.9,64.4,48,0,21.92
333,Yarmouth,US,2020-10-30 23:32:34,41.71,-70.23,41.0,86,90,10.29
334,Sulina,RO,2020-10-30 23:32:35,45.16,29.65,53.51,78,93,15.14
335,Saint-Louis,SN,2020-10-30 23:32:35,16.33,-15.0,87.94,13,83,9.69
336,Emerald,AU,2020-10-30 23:32:35,-23.53,148.17,80.6,19,0,8.05
337,Quatre Cocos,MU,2020-10-30 23:32:35,-20.21,57.76,68.0,56,40,17.22
338,Chulman,RU,2020-10-30 23:32:35,56.85,124.91,8.31,94,87,1.03
339,Parrita,CR,2020-10-30 23:32:35,9.52,-84.32,71.6,94,75,9.17
340,Santa Maria,BR,2020-10-30 23:32:36,-29.68,-53.81,66.2,52,0,9.17
341,Krutikha,RU,2020-10-30 23:32:36,53.96,81.21,33.75,96,100,7.27
342,Pakxe,LA,2020-10-30 23:32:36,15.12,105.78,74.35,88,1,1.99
343,Khash,IR,2020-10-30 23:32:36,28.22,61.22,39.94,63,0,1.5
344,Sorland,NO,2020-10-30 23:32:37,67.67,12.69,42.73,80,43,28.01
345,Miri,MY,2020-10-30 23:32:37,4.41,114.01,77.0,94,20,3.36
346,Luderitz,NA,2020-10-30 23:32:37,-26.65,15.16,60.01,57,100,28.21
347,Tumpat,MY,2020-10-30 23:32:38,6.2,102.17,75.2,94,20,2.24
348,Belousovka,KZ,2020-10-30 23:32:38,50.13,82.52,33.8,97,75,4.47
349,General Roca,AR,2020-10-30 23:32:00,-39.03,-67.58,77.0,23,0,5.82
350,Kuito,AO,2020-10-30 23:32:38,-12.38,16.93,60.73,91,95,2.93
351,Fort-Shevchenko,KZ,2020-10-30 23:32:38,44.51,50.26,54.12,43,0,18.12
352,Waingapu,ID,2020-10-30 23:32:39,-9.66,120.26,83.95,67,93,4.81
353,Vao,NC,2020-10-30 23:32:39,-22.67,167.48,73.92,86,23,14.18
354,Vrangel,RU,2020-10-30 23:32:39,42.73,133.08,47.46,68,50,2.42
355,Wilmington,US,2020-10-30 23:32:39,34.23,-77.94,64.0,59,1,5.82
356,Bhavnagar,IN,2020-10-30 23:30:07,21.77,72.15,78.04,40,0,5.97
357,Myskhako,RU,2020-10-30 23:32:40,44.67,37.74,57.2,82,77,4.47
358,Cockburn Town,TC,2020-10-30 23:32:17,21.46,-71.14,86.0,70,40,9.17
359,Ozernovskiy,RU,2020-10-30 23:32:40,51.5,156.52,41.49,85,100,22.3
360,Thabazimbi,ZA,2020-10-30 23:32:40,-24.59,27.41,77.0,38,29,4.0
361,Bo Rai,TH,2020-10-30 23:32:41,12.57,102.54,75.9,90,43,3.33
362,Manzil Salim,TN,2020-10-30 23:32:41,35.86,8.48,46.4,70,0,2.24
363,Boa Vista,BR,2020-10-30 23:32:41,2.82,-60.67,86.0,62,40,5.82
364,Nadym,RU,2020-10-30 23:32:41,65.53,72.52,34.52,96,100,14.67
365,Marsa Matruh,EG,2020-10-30 23:32:41,31.35,27.25,71.6,64,75,8.05
366,Anjiang,CN,2020-10-30 23:32:42,27.32,110.1,59.76,87,99,1.9
367,Tautira,PF,2020-10-30 23:32:42,-17.73,-149.15,84.2,62,75,13.87
368,Goderich,CA,2020-10-30 23:27:49,43.75,-81.72,35.6,64,95,9.17
369,Touros,BR,2020-10-30 23:32:42,-5.2,-35.46,78.8,83,40,4.7
370,Yanam,IN,2020-10-30 23:32:42,16.73,82.22,72.39,72,99,3.31
371,Khasan,RU,2020-10-30 23:32:42,42.43,130.64,45.63,64,53,2.57
372,Pangnirtung,CA,2020-10-30 23:32:43,66.15,-65.71,12.2,78,20,2.24
373,Katsuura,JP,2020-10-30 23:32:43,35.13,140.3,60.01,38,0,7.0
374,Vanavara,RU,2020-10-30 23:32:44,60.34,102.28,6.33,95,86,2.95
375,Sergiyevsk,RU,2020-10-30 23:32:44,53.94,51.16,37.71,79,99,5.75
376,Blairmore,CA,2020-10-30 23:32:44,49.6,-114.44,46.4,49,33,16.11
377,Pahrump,US,2020-10-30 23:30:27,36.21,-115.98,82.99,10,0,1.99
378,Luan,CH,2020-10-30 23:32:44,46.36,6.98,48.0,92,0,3.89
379,Camacha,PT,2020-10-30 23:31:31,33.08,-16.33,68.0,82,40,10.29
380,Sorong,ID,2020-10-30 23:32:45,-0.88,131.25,84.09,74,52,11.92
381,Arlit,NE,2020-10-30 23:32:45,18.74,7.39,76.82,18,0,12.71
382,Islamkot,PK,2020-10-30 23:32:45,24.7,70.18,75.94,30,29,7.9
383,Ambikapur,IN,2020-10-30 23:32:45,23.12,83.2,60.57,63,0,1.81
384,Nhulunbuy,AU,2020-10-30 23:32:46,-12.23,136.77,86.0,62,0,10.29
385,Isla Vista,US,2020-10-30 23:31:47,34.41,-119.86,75.99,43,1,5.82
386,Svetlaya,RU,2020-10-30 23:32:46,46.54,138.33,40.95,67,46,3.0
387,Avarua,CK,2020-10-30 23:32:46,-21.21,-159.78,77.0,73,99,10.29
388,Pochutla,MX,2020-10-30 23:32:46,15.74,-96.47,82.4,74,75,0.65
389,Launceston,AU,2020-10-30 23:31:31,-41.45,147.17,61.0,76,90,12.75
390,Pitimbu,BR,2020-10-30 23:32:47,-7.47,-34.81,77.0,88,20,6.93
391,Pangai,TO,2020-10-30 23:32:47,-19.8,-174.35,80.6,57,20,12.75
392,Uvinza,TZ,2020-10-30 23:32:47,-5.1,30.39,68.43,76,48,1.86
393,Sao Felix Do Xingu,BR,2020-10-30 23:30:12,-6.64,-51.99,70.36,95,100,1.28
394,Sobolevo,RU,2020-10-30 23:32:47,54.43,31.9,46.62,97,100,2.55
395,Korla,CN,2020-10-30 23:32:49,41.76,86.15,39.0,66,0,5.01
396,Bubaque,GW,2020-10-30 23:32:49,11.28,-15.83,83.68,76,61,10.71
397,Querendaro,MX,2020-10-30 23:32:49,19.87,-100.92,77.0,33,20,4.7
398,Santa Fe,AR,2020-10-30 23:32:49,-31.63,-60.7,61.0,51,77,1.99
399,Mezen,RU,2020-10-30 23:32:50,65.85,44.24,32.61,95,77,8.5
400,Avera,US,2020-10-30 23:32:50,33.19,-82.53,64.4,68,1,9.93
401,Sinnamary,GF,2020-10-30 23:32:50,5.38,-52.95,81.19,83,43,12.66
402,High Level,CA,2020-10-30 23:32:50,58.52,-117.14,26.6,92,90,3.36
403,Kota Belud,MY,2020-10-30 23:32:51,6.35,116.43,77.0,88,20,2.24
404,Corcoran,US,2020-10-30 23:32:51,36.1,-119.56,80.6,24,1,4.61
405,Dunedin,NZ,2020-10-30 23:32:33,-45.87,170.5,64.04,61,100,8.34
406,Hackettstown,US,2020-10-30 23:32:14,40.85,-74.83,39.99,85,78,7.61
407,Laredo,US,2020-10-30 23:30:34,27.51,-99.51,73.4,28,1,4.7
408,Ewo,CG,2020-10-30 23:32:51,-0.87,14.82,72.12,94,99,2.68
409,Christchurch,NZ,2020-10-30 23:28:01,-43.53,172.63,77.0,44,87,10.29
410,Mandalgovi,MN,2020-10-30 23:32:52,45.76,106.27,24.26,80,18,10.45
411,Margate,GB,2020-10-30 23:32:52,51.38,1.39,57.99,82,76,4.0
412,Valparaiso,CL,2020-10-30 23:32:52,-33.04,-71.63,57.99,82,40,4.7
413,Maragogi,BR,2020-10-30 23:28:27,-9.01,-35.22,76.93,87,100,10.02
414,Tahe,CN,2020-10-30 23:32:53,52.33,124.73,24.66,97,100,5.14
415,La Seyne-Sur-Mer,FR,2020-10-30 23:32:53,43.1,5.88,57.0,100,75,2.24
416,San Quintin,MX,2020-10-30 23:30:45,30.48,-115.95,70.79,56,100,9.51
417,Abilene,US,2020-10-30 23:32:53,32.45,-99.73,68.0,32,1,6.93
418,White Rock,CA,2020-10-30 23:32:54,49.02,-122.8,55.4,50,46,3.36
419,Coihaique,CL,2020-10-30 23:32:54,-45.58,-72.07,66.2,42,0,3.36
420,Mitsamiouli,KM,2020-10-30 23:32:54,-11.38,43.28,78.39,77,90,10.38
421,Orocue,CO,2020-10-30 23:32:54,4.79,-71.34,82.27,75,64,4.52
422,Noumea,NC,2020-10-30 23:28:01,-22.28,166.46,86.0,45,20,6.93
423,Praya,CV,2020-10-30 23:32:55,14.92,-23.51,78.8,74,20,23.04
424,Katherine,AU,2020-10-30 23:30:44,-14.47,132.27,86.0,55,3,10.29
425,Bandarbeyla,SO,2020-10-30 23:30:55,9.49,50.81,77.02,81,13,6.67
426,Nova Olimpia,BR,2020-10-30 23:32:55,-14.8,-57.29,73.56,82,99,0.65
427,Antofagasta,CL,2020-10-30 23:29:24,-23.65,-70.4,60.8,72,75,14.99
428,Baihar,IN,2020-10-30 23:32:56,22.1,80.55,60.94,55,0,2.71
429,Shingu,JP,2020-10-30 23:32:56,33.73,135.98,55.4,47,20,9.17
430,Kaeo,NZ,2020-10-30 23:32:56,-35.1,173.78,75.99,70,25,11.99
431,Labuhan,ID,2020-10-30 23:32:56,-6.88,112.21,79.36,79,94,7.02
432,Huejuquilla El Alto,MX,2020-10-30 23:32:57,22.6,-103.87,69.98,33,7,3.94
433,Paralimni,CY,2020-10-30 23:32:57,35.04,33.98,70.0,77,0,5.82
434,Garowe,SO,2020-10-30 23:32:57,8.41,48.48,76.64,71,16,11.5
435,Decatur,US,2020-10-30 23:28:54,39.84,-88.95,48.0,58,1,4.7
436,Ossora,RU,2020-10-30 23:32:57,59.24,163.07,34.07,84,50,0.54
437,Molina,CL,2020-10-30 23:32:57,-35.12,-71.28,84.2,25,0,9.17
438,Ushtobe,KZ,2020-10-30 23:32:57,45.25,77.98,37.29,74,0,8.68
439,Pevek,RU,2020-10-30 23:31:39,69.7,170.31,19.98,96,94,5.77
440,Honningsvag,NO,2020-10-30 23:32:58,70.98,25.97,35.22,83,79,10.89
441,Maceio,BR,2020-10-30 23:29:50,-9.67,-35.74,75.2,94,20,5.82
442,Kununurra,AU,2020-10-30 23:32:36,-15.77,128.73,86.0,66,65,4.7
443,Brookfield,US,2020-10-30 23:29:26,43.06,-88.11,36.0,47,1,5.82
444,Dudinka,RU,2020-10-30 23:32:58,69.41,86.18,14.0,78,100,24.61
445,Laguna,US,2020-10-30 23:31:52,38.42,-121.42,81.0,19,1,3.36
446,Zamora,EC,2020-10-30 23:32:58,-4.07,-78.96,72.72,60,100,4.05
447,Riyadh,SA,2020-10-30 23:31:15,24.69,46.72,64.4,52,0,3.13
448,Turangi,NZ,2020-10-30 23:32:59,-39.0,175.93,66.0,72,100,4.0
449,Muroto,JP,2020-10-30 23:32:59,33.28,134.15,53.6,62,20,5.82
450,Chunhuhub,MX,2020-10-30 23:32:59,19.55,-88.68,73.53,98,60,5.32
451,Palotina,BR,2020-10-30 23:33:00,-24.28,-53.84,65.17,82,28,6.06
452,Carauari,BR,2020-10-30 23:33:00,-4.88,-66.9,75.94,93,89,3.8
453,Lakes Entrance,AU,2020-10-30 23:30:15,-37.88,147.98,68.0,78,26,5.99
454,Marovoay,MG,2020-10-30 23:33:00,-16.1,46.63,75.2,41,40,14.99
455,Manono,CD,2020-10-30 23:33:00,-7.3,27.42,68.11,93,1,0.87
456,Tingo Maria,PE,2020-10-30 23:33:01,-9.29,-76.01,72.91,83,100,1.79
457,Kasempa,ZM,2020-10-30 23:33:01,-13.46,25.83,68.67,39,25,7.31
458,Ucluelet,CA,2020-10-30 23:30:05,48.93,-125.55,54.0,62,20,13.87
459,Ferrol,ES,2020-10-30 23:33:01,43.48,-8.24,63.0,77,40,12.75
460,Port Moresby,PG,2020-10-30 23:33:01,-9.44,147.18,80.6,83,40,5.82
461,Ixtapa,MX,2020-10-30 23:33:01,20.7,-105.2,84.2,70,20,8.05
462,Batagay,RU,2020-10-30 23:33:02,67.63,134.63,-3.75,90,98,2.48
463,Eenhana,NA,2020-10-30 23:33:02,-17.47,16.33,75.2,73,77,11.41
464,Aklavik,CA,2020-10-30 23:33:02,68.22,-135.01,5.0,84,75,5.82
465,Nemuro,JP,2020-10-30 23:33:02,43.32,145.57,48.96,66,30,21.7
466,San Angelo,US,2020-10-30 23:29:40,31.46,-100.44,70.0,30,1,6.93
467,Kiama,AU,2020-10-30 23:33:03,-34.68,150.87,63.0,87,100,18.01
468,Collierville,US,2020-10-30 23:33:03,35.04,-89.66,55.4,50,5,5.82
469,Mayo,US,2020-10-30 23:33:03,38.89,-76.51,51.01,81,40,4.7
470,Grand-Lahou,CI,2020-10-30 23:33:03,5.14,-5.02,77.95,88,52,5.46
471,San Vicente,AR,2020-10-30 23:33:03,-26.62,-54.13,63.77,84,62,3.42
472,Juneau,US,2020-10-30 23:33:04,58.3,-134.42,39.2,93,90,16.11
473,Meadow Lake,US,2020-10-30 23:33:04,34.8,-106.54,63.0,33,20,5.82
474,Karratha,AU,2020-10-30 23:33:04,-20.74,116.85,81.57,51,0,5.75
475,Aiquile,BO,2020-10-30 23:33:04,-18.2,-65.18,58.73,65,95,5.57
476,Nuevo Progreso,MX,2020-10-30 23:33:04,23.17,-97.95,73.0,41,1,4.0
477,Udachnyy,RU,2020-10-30 23:31:30,66.42,112.4,-0.4,91,90,2.17
478,Antsohihy,MG,2020-10-30 23:33:04,-14.88,47.99,73.89,58,95,12.17
479,Teguise,ES,2020-10-30 23:33:05,29.06,-13.56,77.0,41,0,17.22
480,Ostroda,PL,2020-10-30 23:33:05,53.7,19.96,37.0,92,3,2.24
481,Vardo,NO,2020-10-30 23:33:05,70.37,31.11,34.21,87,83,9.82
482,Rondonopolis,BR,2020-10-30 23:29:32,-16.47,-54.64,76.1,87,89,6.49
483,Grindavik,IS,2020-10-30 23:33:06,63.84,-22.43,39.2,100,90,6.93
484,Inverness,GB,2020-10-30 23:33:06,57.48,-4.22,44.6,70,69,9.17
485,Huaicheng,CN,2020-10-30 23:33:06,23.91,112.19,68.86,77,84,0.94
486,Aykhal,RU,2020-10-30 23:33:06,66.0,111.5,-0.4,91,90,2.59
487,Sehwan,PK,2020-10-30 23:33:06,26.43,67.86,59.0,77,0,4.16
488,Balikpapan,ID,2020-10-30 23:31:06,-1.27,116.83,75.2,94,90,9.17
489,Broken Hill,AU,2020-10-30 23:33:06,-31.95,141.43,55.4,82,90,21.92
490,Saku,JP,2020-10-30 23:32:45,36.22,138.48,42.01,72,6,4.63
491,Adrar,MR,2020-10-30 23:33:07,20.5,-10.07,82.49,16,91,9.4
492,Zaysan,KZ,2020-10-30 23:33:07,47.47,84.87,29.84,92,66,0.98
493,Camabatela,AO,2020-10-30 23:33:07,-8.19,15.38,63.1,100,94,1.92
494,Richards Bay,ZA,2020-10-30 23:33:07,-28.78,32.04,67.89,83,99,14.34
495,Poso,ID,2020-10-30 23:33:08,-1.4,120.75,84.63,61,76,2.98
496,San-Pedro,CI,2020-10-30 23:30:14,4.75,-6.64,77.11,92,40,5.59
497,Lisala,CD,2020-10-30 23:33:08,2.15,21.52,70.66,97,100,0.92
498,Makakilo City,US,2020-10-30 23:30:07,21.35,-158.09,86.0,58,20,16.11
499,Gannan,CN,2020-10-30 23:33:08,47.91,123.5,40.44,66,100,7.07
500,Kalispell,US,2020-10-30 23:33:09,48.2,-114.31,48.99,61,75,9.17
501,Batouri,CM,2020-10-30 23:33:09,4.43,14.37,67.86,94,100,2.46
502,Ludvika,SE,2020-10-30 23:33:09,60.15,15.19,39.99,100,66,4.7
503,Puerto Rondon,CO,2020-10-30 23:33:09,6.28,-71.1,79.02,86,2,5.39
504,Fredericksburg,US,2020-10-30 23:29:02,38.3,-77.46,53.6,71,75,5.88
505,Dongsheng,CN,2020-10-30 23:33:09,39.82,109.98,32.68,75,0,12.86
506,Cedar City,US,2020-10-30 23:33:10,37.68,-113.06,68.0,11,1,6.93
507,Nalut,LY,2020-10-30 23:33:10,30.33,10.85,55.29,83,0,11.74
508,Hermiston,US,2020-10-30 23:30:17,45.84,-119.29,63.0,39,1,25.28
509,Nara,JP,2020-10-30 23:33:10,34.69,135.8,55.0,71,20,1.12
510,Wolgast,DE,2020-10-30 23:33:10,54.05,13.77,50.0,93,98,8.39
511,Saint-Augustin,CA,2020-10-30 23:33:11,51.23,-58.65,27.75,85,0,9.48
512,Yokadouma,CM,2020-10-30 23:33:11,3.52,15.05,70.45,94,87,1.5
513,Smolenka,RU,2020-10-30 23:33:11,52.14,113.5,26.6,73,99,4.47
514,Saint Anthony,US,2020-10-30 23:31:04,45.02,-93.22,43.0,52,1,9.17
515,Ballina,AU,2020-10-30 23:33:11,-28.87,153.57,84.2,65,40,14.99
516,Veraval,IN,2020-10-30 23:33:11,20.9,70.37,77.95,58,16,7.52
517,Naryan-Mar,RU,2020-10-30 23:33:12,67.67,53.09,32.16,95,31,13.65
518,Inyonga,TZ,2020-10-30 23:33:12,-6.72,32.07,70.57,55,99,4.97
519,Aripuana,BR,2020-10-30 23:33:12,-9.17,-60.63,76.71,87,100,0.92
520,Oranjestad,AW,2020-10-30 23:30:02,12.52,-70.03,82.4,88,20,9.17
521,Rocha,UY,2020-10-30 23:33:12,-34.48,-54.33,46.54,86,100,3.78
522,Los Teques,VE,2020-10-30 23:33:13,10.34,-67.04,65.39,100,82,1.43
523,Sokolo,ML,2020-10-30 23:33:13,14.73,-6.12,80.89,16,0,6.26
524,Tigzirt,DZ,2020-10-30 23:33:13,36.89,4.12,65.5,59,0,6.17
525,Narsaq,GL,2020-10-30 23:30:34,60.92,-46.05,24.8,73,40,4.7
526,Vila Franca Do Campo,PT,2020-10-30 23:33:13,37.72,-25.43,69.8,88,75,13.87
527,Zhigansk,RU,2020-10-30 23:33:13,66.77,123.37,-13.32,89,51,0.29
528,Wanaka,NZ,2020-10-30 23:33:14,-44.7,169.15,56.71,81,100,5.3
529,Lixourion,GR,2020-10-30 23:33:14,38.2,20.43,64.31,69,0,5.06
530,Kharp,RU,2020-10-30 23:33:14,66.8,65.81,34.59,94,100,5.61
531,Batsfjord,NO,2020-10-30 23:33:14,70.63,29.72,28.81,93,88,7.96
532,Ancud,CL,2020-10-30 23:33:14,-41.87,-73.82,59.0,58,0,6.93
533,Yeppoon,AU,2020-10-30 23:33:14,-23.13,150.73,80.6,65,75,11.41
534,Sabratah,LY,2020-10-30 23:33:15,32.79,12.49,67.95,65,98,5.44
535,Brownsville,US,2020-10-30 23:33:15,25.9,-97.5,71.6,43,1,10.29
536,Liepaja,LV,2020-10-30 23:33:15,56.54,21.04,39.2,93,46,3.36
537,Talnakh,RU,2020-10-30 23:33:15,69.49,88.4,14.0,78,100,24.61
538,Fuerte Olimpo,PY,2020-10-30 23:33:16,-21.04,-57.87,73.13,62,38,6.33
539,Nema,RU,2020-10-30 23:33:16,57.51,50.5,35.38,93,100,6.67
540,Hambantota,LK,2020-10-30 23:33:16,6.12,81.12,78.35,81,100,6.64
541,Salekhard,RU,2020-10-30 23:33:16,66.53,66.6,34.57,99,100,12.66
542,Ishigaki,JP,2020-10-30 23:33:16,24.34,124.16,73.4,73,75,20.8
543,Komsomolskiy,UZ,2020-10-30 23:33:16,40.43,71.72,37.4,55,0,4.7
544,Samsun,TR,2020-10-30 23:33:17,41.25,36.33,60.8,87,75,3.36
545,Soroti,UG,2020-10-30 23:33:17,1.71,33.61,65.12,90,83,1.74
546,Sibolga,ID,2020-10-30 23:33:17,1.74,98.78,78.3,76,93,2.48
547,Mayumba,GA,2020-10-30 23:33:17,-3.43,10.66,76.23,88,100,3.96
548,La Tuque,CA,2020-10-30 23:33:18,47.43,-72.78,21.2,79,29,1.92
549,Tallahassee,US,2020-10-30 23:32:45,30.44,-84.28,66.2,59,1,4.7
550,Emporia,US,2020-10-30 23:33:02,38.4,-96.18,66.2,37,1,8.05
551,Ellenabad,IN,2020-10-30 23:33:18,29.45,74.65,63.73,28,0,3.62
552,Olafsvik,IS,2020-10-30 23:33:18,64.89,-23.71,40.69,80,26,12.35
553,Kitimat,CA,2020-10-30 23:29:55,54.05,-128.65,44.01,85,100,2.82
554,Ampanihy,MG,2020-10-30 23:33:18,-24.7,44.75,70.77,47,0,5.88
555,Aban,RU,2020-10-30 23:33:19,56.67,96.06,22.42,96,98,8.12
556,High Prairie,CA,2020-10-30 23:33:19,55.43,-116.49,30.2,92,100,13.87
557,Itapecerica,BR,2020-10-30 23:33:19,-20.47,-45.13,67.05,88,99,15.99
558,Asau,RO,2020-10-30 23:33:19,46.43,26.4,43.0,97,82,4.25
559,Songling,CN,2020-10-30 23:33:19,31.19,120.72,59.0,86,1,3.62
560,Beyneu,KZ,2020-10-30 23:33:20,45.32,55.2,44.13,61,24,15.95
561,Tiznit,MA,2020-10-30 23:30:27,29.58,-9.5,70.16,24,0,4.79
562,Awbari,LY,2020-10-30 23:33:20,26.59,12.78,60.66,47,3,10.54
563,Lufilufi,WS,2020-10-30 23:33:20,-13.87,-171.6,80.6,94,90,9.17
564,Westport,US,2020-10-30 23:32:52,41.14,-73.36,39.2,80,90,8.05
565,Uyaan,PH,2020-10-30 23:33:20,7.86,124.04,71.29,92,91,0.47
566,Kalaikunda,IN,2020-10-30 23:33:21,22.35,87.25,71.85,63,51,6.58
567,Bonthe,SL,2020-10-30 23:33:21,7.53,-12.51,78.48,87,39,6.53
